WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2021-04-17,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35448.0,Demonstrations,1315,0.7167,101.5568
2021-08-07,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35448.0,Demonstrations,1315,0.7167,101.5568
2021-08-14,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,23.0,Demonstrations,1315,0.7167,101.5568
2021-09-04,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35448.0,Demonstrations,1315,0.7167,101.5568
2021-09-25,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,7.0,Demonstrations,1315,0.7167,101.5568
2021-10-09,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,35448.0,Demonstrations,1315,0.7167,101.5568
2021-10-23,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35448.0,Demonstrations,1315,0.7167,101.5568
2021-10-30,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,64903.0,Demonstrations,1315,0.7167,101.5568
2021-11-06,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35448.0,Demonstrations,1315,0.7167,101.5568
2021-11-20,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35448.0,Demonstrations,1315,0.7167,101.5568
2021-11-27,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,35448.0,Demonstrations,1315,0.7167,101.5568
2021-12-25,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35448.0,Demonstrations,1315,0.7167,101.5568
2022-01-01,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,65543.0,Demonstrations,1315,0.7167,101.5568
2022-01-08,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-01-15,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,3,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-01-22,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-01-29,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,29627.0,Demonstrations,1315,0.7167,101.5568
2022-02-05,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,23561.0,Demonstrations,1315,0.7167,101.5568
2022-02-12,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-02-19,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-03-12,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-03-19,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,37910.0,Demonstrations,1315,0.7167,101.5568
2022-03-26,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-04-09,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,65285.0,Demonstrations,1315,0.7167,101.5568
2022-04-16,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,19560.0,Demonstrations,1315,0.7167,101.5568
2022-05-07,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-05-14,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,3,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-05-28,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,3,0,35689.0,Demonstrations,1315,0.7167,101.5568
2022-06-04,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-06-11,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,9172.0,Demonstrations,1315,0.7167,101.5568
2022-06-18,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-07-02,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-07-16,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-07-23,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-07-30,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-08-06,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-08-20,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-09-03,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,4,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-09-10,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-09-24,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,53328.0,Demonstrations,1315,0.7167,101.5568
2022-10-01,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-10-08,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-10-15,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,31.0,Demonstrations,1315,0.7167,101.5568
2022-10-29,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-12-10,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-12-17,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,29627.0,Demonstrations,1315,0.7167,101.5568
2022-12-24,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2023-01-21,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,4,0,54185.0,Demonstrations,1315,0.7167,101.5568
2023-02-04,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-03-04,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,17836.0,Demonstrations,1315,0.7167,101.5568
2023-03-11,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-03-18,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-03-25,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-04-01,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,19472.0,Demonstrations,1315,0.7167,101.5568
2023-04-22,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-05-06,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-05-13,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-05-20,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,3564.0,Demonstrations,1315,0.7167,101.5568
2023-06-03,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-06-10,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,31.0,Demonstrations,1315,0.7167,101.5568
2023-07-08,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-08-05,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,311.0,Demonstrations,1315,0.7167,101.5568
2023-08-26,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-09-02,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-09-09,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-09-16,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,65818.0,Demonstrations,1315,0.7167,101.5568
2023-10-07,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-10-28,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2023-11-04,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,30131.0,Demonstrations,1315,0.7167,101.5568
2023-11-18,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,65818.0,Demonstrations,1315,0.7167,101.5568
2023-11-25,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,35948.0,Demonstrations,1315,0.7167,101.5568
2024-01-13,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36227.0,Demonstrations,1315,0.7167,101.5568
2024-02-03,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,36395.0,Demonstrations,1315,0.7167,101.5568
2024-02-10,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,36227.0,Demonstrations,1315,0.7167,101.5568
2024-03-02,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,36227.0,Demonstrations,1315,0.7167,101.5568
2024-03-09,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36227.0,Demonstrations,1315,0.7167,101.5568
2024-04-06,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,168.0,Demonstrations,1315,0.7167,101.5568
2024-04-27,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,2291.0,Demonstrations,1315,0.7167,101.5568
2024-05-11,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36227.0,Demonstrations,1315,0.7167,101.5568
2024-07-20,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36227.0,Demonstrations,1315,0.7167,101.5568
2024-07-27,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36227.0,Demonstrations,1315,0.7167,101.5568
2024-09-07,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,36227.0,Demonstrations,1315,0.7167,101.5568
2024-09-14,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,47698.0,Demonstrations,1315,0.7167,101.5568
2024-09-28,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,2379.0,Demonstrations,1315,0.7167,101.5568
2024-11-16,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,1678.0,Demonstrations,1315,0.7167,101.5568
2024-12-28,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,23885.0,Demonstrations,1315,0.7167,101.5568
2025-01-04,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,2077.0,Demonstrations,1315,0.7167,101.5568
2025-01-11,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,48454.0,Demonstrations,1315,0.7167,101.5568
2025-01-18,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-02-01,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,3,0,36529.0,Demonstrations,1315,0.7167,101.5568
2025-02-08,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,66821.0,Demonstrations,1315,0.7167,101.5568
2025-02-22,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-03-15,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,59945.0,Demonstrations,1315,0.7167,101.5568
2025-03-22,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,4229.0,Demonstrations,1315,0.7167,101.5568
2025-04-05,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-04-12,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,51765.0,Demonstrations,1315,0.7167,101.5568
2025-04-19,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,3,0,42046.0,Demonstrations,1315,0.7167,101.5568
2025-04-26,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,9428.0,Demonstrations,1315,0.7167,101.5568
2025-05-03,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,2112.0,Demonstrations,1315,0.7167,101.5568
2025-05-10,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,42051.0,Demonstrations,1315,0.7167,101.5568
2025-05-17,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-06-07,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,3,0,60533.0,Demonstrations,1315,0.7167,101.5568
2025-06-14,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-06-21,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-06-28,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-07-19,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,66821.0,Demonstrations,1315,0.7167,101.5568
2025-08-02,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,888.0,Demonstrations,1315,0.7167,101.5568
2025-08-16,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-08-23,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-08-30,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,5,0,84959.0,Demonstrations,1315,0.7167,101.5568
2025-09-06,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,7,0,46790.0,Demonstrations,1315,0.7167,101.5568
2025-09-13,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,3,0,888.0,Demonstrations,1315,0.7167,101.5568
2025-09-27,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,30327.0,Demonstrations,1315,0.7167,101.5568
2025-10-04,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-10-11,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,18127.0,Demonstrations,1315,0.7167,101.5568
2025-10-25,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,3143.0,Demonstrations,1315,0.7167,101.5568
2025-11-08,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,3,0,27914.0,Demonstrations,1315,0.7167,101.5568
2025-11-15,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,,Demonstrations,1315,0.7167,101.5568
2025-11-29,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,2,0,54600.0,Demonstrations,1315,0.7167,101.5568
2025-12-06,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,36494.0,Demonstrations,1315,0.7167,101.5568
2025-12-13,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,25872.0,Demonstrations,1315,0.7167,101.5568
2026-01-17,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,4,0,5392.0,Demonstrations,1315,0.7167,101.5568
2026-01-24,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,1,0,,Demonstrations,1315,0.7167,101.5568
2026-01-31,Southeast Asia,Indonesia,Riau,Protests,Peaceful protest,3,0,,Demonstrations,1315,0.7167,101.5568
2015-03-07,Southeast Asia,Indonesia,Riau,Protests,Protest with intervention,1,0,3408.0,Demonstrations,1315,0.7167,101.5568
2015-09-26,Southeast Asia,Indonesia,Riau,Protests,Protest with intervention,1,0,33500.0,Demonstrations,1315,0.7167,101.5568
2018-07-14,Southeast Asia,Indonesia,Riau,Protests,Protest with intervention,1,0,22898.0,Demonstrations,1315,0.7167,101.5568
2018-08-25,Southeast Asia,Indonesia,Riau,Protests,Protest with intervention,1,0,34535.0,Demonstrations,1315,0.7167,101.5568
2019-08-24,Southeast Asia,Indonesia,Riau,Protests,Protest with intervention,1,0,23085.0,Demonstrations,1315,0.7167,101.5568
2020-05-16,Southeast Asia,Indonesia,Riau,Protests,Protest with intervention,2,0,46690.0,Demonstrations,1315,0.7167,101.5568
2021-02-06,Southeast Asia,Indonesia,Riau,Protests,Protest with intervention,1,0,22481.0,Demonstrations,1315,0.7167,101.5568
2022-01-15,Southeast Asia,Indonesia,Riau,Protests,Protest with intervention,1,0,35658.0,Demonstrations,1315,0.7167,101.5568
2022-12-31,Southeast Asia,Indonesia,Riau,Protests,Protest with intervention,1,0,846.0,Demonstrations,1315,0.7167,101.5568
2024-08-17,Southeast Asia,Indonesia,Riau,Protests,Protest with intervention,1,0,36227.0,Demonstrations,1315,0.7167,101.5568
2015-03-14,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,125626.0,Political violence,1315,0.7167,101.5568
2015-11-21,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,125626.0,Political violence,1315,0.7167,101.5568
2017-04-29,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,128260.0,Political violence,1315,0.7167,101.5568
2019-05-11,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,25305.0,Political violence,1315,0.7167,101.5568
2020-01-11,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,19591.0,Political violence,1315,0.7167,101.5568
2020-01-25,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,131916.0,Political violence,1315,0.7167,101.5568
2020-02-01,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,11.0,Political violence,1315,0.7167,101.5568
2020-02-22,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,131916.0,Political violence,1315,0.7167,101.5568
2020-05-09,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,131916.0,Political violence,1315,0.7167,101.5568
2020-09-12,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,11.0,Political violence,1315,0.7167,101.5568
2021-01-23,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,1,1815.0,Political violence,1315,0.7167,101.5568
2021-06-26,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,17878.0,Political violence,1315,0.7167,101.5568
2022-05-28,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,44.0,Political violence,1315,0.7167,101.5568
2022-10-29,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,,Political violence,1315,0.7167,101.5568
2023-03-18,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,52530.0,Political violence,1315,0.7167,101.5568
2023-06-24,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,1,62416.0,Political violence,1315,0.7167,101.5568
2023-07-22,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,6882.0,Political violence,1315,0.7167,101.5568
2025-02-01,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,1587.0,Political violence,1315,0.7167,101.5568
2025-02-08,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,83.0,Political violence,1315,0.7167,101.5568
2025-06-07,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,609.0,Political violence,1315,0.7167,101.5568
2025-10-25,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,1,136824.0,Political violence,1315,0.7167,101.5568
2025-11-22,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,0,1825.0,Political violence,1315,0.7167,101.5568
2026-02-07,Southeast Asia,Indonesia,Riau,Riots,Mob violence,1,1,,Political violence,1315,0.7167,101.5568
2016-07-23,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,126962.0,Demonstrations,1315,0.7167,101.5568
2016-08-20,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,75936.0,Demonstrations,1315,0.7167,101.5568
2017-10-14,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,128260.0,Demonstrations,1315,0.7167,101.5568
2018-04-07,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,129519.0,Demonstrations,1315,0.7167,101.5568
2018-09-22,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,2,0,129519.0,Demonstrations,1315,0.7167,101.5568
2019-05-18,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,130744.0,Demonstrations,1315,0.7167,101.5568
2019-09-14,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,130744.0,Demonstrations,1315,0.7167,101.5568
2020-10-03,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,131916.0,Demonstrations,1315,0.7167,101.5568
2020-11-21,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,131916.0,Demonstrations,1315,0.7167,101.5568
2021-02-13,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,132891.0,Demonstrations,1315,0.7167,101.5568
2022-06-11,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,217.0,Demonstrations,1315,0.7167,101.5568
2022-07-30,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,4232.0,Demonstrations,1315,0.7167,101.5568
2023-04-15,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,134769.0,Demonstrations,1315,0.7167,101.5568
2025-08-09,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,136824.0,Demonstrations,1315,0.7167,101.5568
2025-08-23,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,136824.0,Demonstrations,1315,0.7167,101.5568
2025-10-04,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,78.0,Demonstrations,1315,0.7167,101.5568
2025-10-11,Southeast Asia,Indonesia,Riau,Riots,Violent demonstration,1,0,136824.0,Demonstrations,1315,0.7167,101.5568
2023-05-27,Southeast Asia,Indonesia,Riau,Strategic developments,Arrests,1,0,,Strategic developments,1315,0.7167,101.5568
2024-03-02,Southeast Asia,Indonesia,Riau,Strategic developments,Arrests,1,0,,Strategic developments,1315,0.7167,101.5568
2018-06-02,Southeast Asia,Indonesia,Riau,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1315,0.7167,101.5568
2020-09-12,Southeast Asia,Indonesia,Riau,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1315,0.7167,101.5568
2020-12-19,Southeast Asia,Indonesia,Riau,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1315,0.7167,101.5568
2021-02-06,Southeast Asia,Indonesia,Riau,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1315,0.7167,101.5568
2022-01-15,Southeast Asia,Indonesia,Riau,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1315,0.7167,101.5568
2018-04-07,Southeast Asia,Indonesia,Riau,Violence against civilians,Attack,1,1,5625.0,Political violence,1315,0.7167,101.5568
2021-01-09,Southeast Asia,Indonesia,Riau,Violence against civilians,Attack,1,0,132891.0,Political violence,1315,0.7167,101.5568
2021-04-17,Southeast Asia,Indonesia,Riau,Violence against civilians,Attack,1,0,132891.0,Political violence,1315,0.7167,101.5568
2021-09-18,Southeast Asia,Indonesia,Riau,Violence against civilians,Attack,1,0,84275.0,Political violence,1315,0.7167,101.5568
2022-06-18,Southeast Asia,Indonesia,Riau,Violence against civilians,Attack,1,0,100.0,Political violence,1315,0.7167,101.5568
2023-04-29,Southeast Asia,Indonesia,Riau,Violence against civilians,Attack,1,0,29733.0,Political violence,1315,0.7167,101.5568
2023-11-18,Southeast Asia,Indonesia,Riau,Violence against civilians,Attack,1,1,436562.0,Political violence,1315,0.7167,101.5568
2022-06-11,Southeast Asia,Indonesia,Riau,Violence against civilians,Sexual violence,1,0,217.0,Political violence,1315,0.7167,101.5568
2015-02-07,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2242.0,Demonstrations,1316,3.9327,108.1946
2015-02-14,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2242.0,Demonstrations,1316,3.9327,108.1946
2015-03-14,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,24058.0,Demonstrations,1316,3.9327,108.1946
2015-04-04,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2242.0,Demonstrations,1316,3.9327,108.1946
2015-04-11,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2242.0,Demonstrations,1316,3.9327,108.1946
2015-08-29,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,647.0,Demonstrations,1316,3.9327,108.1946
2015-10-03,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2242.0,Demonstrations,1316,3.9327,108.1946
2015-10-17,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,2,0,2242.0,Demonstrations,1316,3.9327,108.1946
2015-10-24,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2242.0,Demonstrations,1316,3.9327,108.1946
2015-11-21,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,2,0,2242.0,Demonstrations,1316,3.9327,108.1946
2016-02-06,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2269.0,Demonstrations,1316,3.9327,108.1946
2016-04-02,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,2,0,2269.0,Demonstrations,1316,3.9327,108.1946
2016-05-07,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,24316.0,Demonstrations,1316,3.9327,108.1946
2016-08-20,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2269.0,Demonstrations,1316,3.9327,108.1946
2016-11-26,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2269.0,Demonstrations,1316,3.9327,108.1946
2018-02-17,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,24807.0,Demonstrations,1316,3.9327,108.1946
2018-04-21,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,24807.0,Demonstrations,1316,3.9327,108.1946
2018-04-28,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,24807.0,Demonstrations,1316,3.9327,108.1946
2018-05-26,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2317.0,Demonstrations,1316,3.9327,108.1946
2018-08-04,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,26052.0,Demonstrations,1316,3.9327,108.1946
2018-08-11,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,1,0,2317.0,Demonstrations,1316,3.9327,108.1946
2018-09-22,Southeast Asia,Indonesia,Riau Islands,Protests,Peaceful protest,2,0,28369.0,Demonstrations,1316,3.9327,108.1946
